,make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,arai_certified_mileage_for_cng,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,3_point_seat-belt_in_middle_rear_seat,ambient_lightning,cargo/boot_lights,drive_modes,engine_immobilizer,high_speed_alert_system,lane_watch_camera/_side_mirror_camera,passenger_side_seat-belt_reminder,seat_back_pockets,voice_recognition,walk_away_auto_car_lock,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,compression_ratio,adjustable_steering_column,other_specs,other_specs,parking_assistance,key_off_reminder,usb_compatibility,android_auto,apple_carplay,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,tyre_pressure_monitoring_system,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,recommended_tyre_pressure,heated_seats,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,paddle_shifters,leather_wrapped_steering,automatic_headlamps,engine_type,asr_/_traction_control,cruise_control,usb_ports,heads-up_display,welcome_lights,battery,electric_range,cylindders
664,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,1299599,1498,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,18,18,21.13,,1210 kg,5,163,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R16,185/60R16,Electro-Hydraulic,All Windows,,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,1750 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,No,,,Yes,,,,Unknown,Unknown,4.0
665,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,1139599,1598,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,12,15.41,,1137 kg,5,163,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,,,185/60R15,185/60R15,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,,Yes,No,,,Yes,,,,Unknown,Unknown,4.0
666,Mahindra,Xuv500,G At,1610180,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Petrol,1785,4585,1890,SUV,5,16.0,16.0,13.85,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,235/65R17,235/65R17,Electric Power,All Windows,,Yes,140PS@4500rpm,320Nm@2000 - 3000rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2700 mm,235/65R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,With Remote,96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
667,Mahindra,Xuv500,W7,1418313,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,15.1,,1785 kg,6,200,Solid Disc,Solid Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,1600 mm,1600 mm,P235/65 R17,P235/65 R17,Hydraulic Power,All Windows,Yes,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Unknown,Unknown,Yes,,7,Fabric,Manual,2700 mm,17,Yes,,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,375,Yes,No,Yes,Digital,Yes,,Yes,,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,,Manual,Analog,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,,,No,,,,Yes,,,No,Yes,,,No,,Yes,2450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,16.5,"Rake, Reach",,Air Conditioner : Standard,Unknown,,Yes,,,,Touch Sensitive,Yes,,,Electric Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,Yes,,,No,,,Yes,,,,Unknown,Unknown,4.0
668,Mahindra,Xuv500,W7 At,1539488,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,,Yes,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2700 mm,P235/65R17,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
669,Mahindra,Xuv500,W9,1588943,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,P235/65R15,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
670,Mahindra,Xuv500,W9 At,1710118,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,P235/65R17,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Drive side airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
671,Mahindra,Xuv500,W11,1716319,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,P235/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
672,Mahindra,Xuv500,W11 At,1837586,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,P235/65R17,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
673,Mahindra,Xuv500,W11 (O),1741319,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,P235/60 R18,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
674,Mahindra,Xuv500,W11 (O) At,1862586,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,P235/60 R18,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
675,Mahindra,Xuv500,G At,1610180,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Petrol,1785,4585,1890,SUV,5,16.0,16.0,13.85,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,235/65R17,235/65R17,Electric Power,All Windows,,Yes,140PS@4500rpm,320Nm@2000 - 3000rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2700 mm,235/65R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,With Remote,96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
676,Mahindra,Xuv500,W7,1418313,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,15.1,,1785 kg,6,200,Solid Disc,Solid Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,1600 mm,1600 mm,P235/65 R17,P235/65 R17,Hydraulic Power,All Windows,Yes,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Unknown,Unknown,Yes,,7,Fabric,Manual,2700 mm,17,Yes,,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,375,Yes,No,Yes,Digital,Yes,,Yes,,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,,Manual,Analog,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,,,No,,,,Yes,,,No,Yes,,,No,,Yes,2450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,16.5,"Rake, Reach",,Air Conditioner : Standard,Unknown,,Yes,,,,Touch Sensitive,Yes,,,Electric Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,Yes,,,No,,,Yes,,,,Unknown,Unknown,4.0
677,Mahindra,Xuv500,W7 At,1539488,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,,Yes,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2700 mm,P235/65R17,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
678,Mahindra,Xuv500,W9,1588943,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,P235/65R15,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
679,Mahindra,Xuv500,W9 At,1710118,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,P235/65R17,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,No,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Drive side airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
680,Mahindra,Xuv500,W11,1716319,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,P235/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
681,Mahindra,Xuv500,W11 At,1837586,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,P235/65R17,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
