,make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,arai_certified_mileage_for_cng,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,3_point_seat-belt_in_middle_rear_seat,ambient_lightning,cargo/boot_lights,drive_modes,engine_immobilizer,high_speed_alert_system,lane_watch_camera/_side_mirror_camera,passenger_side_seat-belt_reminder,seat_back_pockets,voice_recognition,walk_away_auto_car_lock,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,compression_ratio,adjustable_steering_column,other_specs,other_specs,parking_assistance,key_off_reminder,usb_compatibility,android_auto,apple_carplay,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,tyre_pressure_monitoring_system,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,recommended_tyre_pressure,heated_seats,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,paddle_shifters,leather_wrapped_steering,automatic_headlamps,engine_type,asr_/_traction_control,cruise_control,usb_ports,heads-up_display,welcome_lights,battery,electric_range,cylindders
682,Mahindra,Xuv500,W11 (O),1741319,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,P235/60 R18,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
683,Mahindra,Xuv500,W11 (O) At,1862586,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,P235/60 R18,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
684,Mahindra,Xuv500,W11 (O) Awd,1852488,2179,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,P235/60 R18,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
685,Mahindra,Xuv500,W11 (O) Awd At,1973664,2179,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,P235/60 R18,Yes,3,CD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
686,Mahindra,Xuv500,W3,1230924,2179,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70,Diesel,1785,4585,1890,SUV,5,16,16,16,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,1600 mm,1600 mm,P235/65 R17,P235/65 R17,Electric Power,All Windows,,No,155PS@3750rpm,360Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2700 mm,P235/65 R17,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,96,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2.0,16.5:1,Rake,,,Unknown,Yes,,,,,,,,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,,,,No,,,,,,,Unknown,Unknown,4.0
687,Mahindra,E Verito,D4,1293214,72,,4.0,FWD (Front Wheel Drive),unknown,unknown,unknown,Injection,46,Electric,1540,4247,1740,Sedan,4,110,110,18.16,,,5,170,Ventilated Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,,,185/70R14,185/70R14,Electro-Hydraulic,All Windows,,Remote,41PS@3500RPM,91Nm@3000rpm,Digital,Yes,Analog,Yes,5,Fabric,Automatic,2630 mm,185/70R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,"2 Years / 40,000 Kms (Whichever comes earlier)",,Internal,510,Yes,No,Yes,Digital,Centre,Yes,"Front, Front & Rear",Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.25 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,No,Yes,,No,,,,Yes,,,No,Yes,,,No,Yes,All Rows,1700 kg,,,,,,2.0,,,,,Unknown,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,No,,,,,,,200 ampere-hour,110 km/full charge,
688,Mahindra,E Verito,D2,1267208,72,,4.0,FWD (Front Wheel Drive),unknown,unknown,unknown,Injection,46,Electric,1540,4247,1740,Sedan,4,110,110,18.16,,,5,170,Ventilated Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,,,185/70R14,185/70R14,Electro-Hydraulic,All Windows,,No,41PS@3500RPM,91Nm@3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2630 mm,185/70R14,,1,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,510,,No,Yes,,Centre,Yes,,,3rd Year / up to 75000km from the date of delivery (whichever comes first),,Internal,Digital,Manual,Analog,Yes,5.25 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,Yes,,No,,,,Yes,,,No,Yes,,,No,,All Rows,1700 kg,,,,,,2.0,,,,,Unknown,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,,,,,,200 ampere-hour,110 km/full charge,
689,Mahindra,E Verito,D6,1303241,72,,4.0,FWD (Front Wheel Drive),unknown,unknown,unknown,Injection,46,Electric,1540,4247,1740,Sedan,4,110,110,18.16,,,5,170,Ventilated Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,,,185/70R14,185/70R14,Electro-Hydraulic,All Windows,,Remote,41PS@3500RPM,91Nm@3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2630 mm,185/70R14,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 40,000 Kms (Whichever comes earlier)",,Internal,510,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.25 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,Yes,,No,,,,Yes,,,No,Yes,,,No,Yes,All Rows,1700 kg,,Yes,,,,2.0,,,,,Unknown,Yes,Yes,,,Yes,,,,,Manual Adjustment,,,,,,,,,,,,,,,No,,,,,,,200 ampere-hour,110 km/full charge,
690,Tata,Hexa,Xm Plus 4X2,1639374,2179,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,14,17.6,,2280 kg,6,200,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850 mm,235/70 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,Yes,No,,,,,,,No,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,,,,Yes,,,Yes,,,,Yes,No,,,,,,,Unknown,Unknown,4.0
691,Tata,Hexa,Xt 4X4,1929417,2179,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,14,17.6,,2280 kg,6,200,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/55 R19,235/55 R19,Electric Power,All Windows,,Remote,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,6,Fabric,Manual,2850 mm,235/55 R19,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,128,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
692,Tata,Hexa,Xta 4X2,1912593,2179,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,14,17.6,,2280 kg,6,200,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/55 R19,235/55 R19,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,6,Fabric,Automatic,2850 mm,235/55 R19,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,128,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,Yes,,,No,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
693,Tata,Hexa,Xt 4X2,1796458,2179,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,46,Diesel,1791,4788,1903,SUV,5,14,14,17.6,,2280 kg,6,200,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/55 R19,235/55 R19,Electric Power,All Windows,"Yes, with memory",Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,6,Fabric,Manual,2850 mm,235/55 R19,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,128,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,No,,,,,,,No,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
694,Tata,Hexa,Xe 4X2,1371864,2179,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,14,17.6,,2280 kg,5,200,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850 mm,235/70 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,,No,,,,,,,No,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,17.2:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,,,,,,,Yes,,,,Yes,No,,,,,,,Unknown,Unknown,4.0
695,Tata,Hexa,Xm 4X2,1531377,2179,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14,14,17.6,,2280 kg,6,200,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850 mm,235/70 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,Yes,No,,,,,,,No,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.2:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,,,,Yes,,,Yes,,,,Yes,No,,,,,,,Unknown,Unknown,4.0
696,Tata,Hexa,Xma 4X2,1655587,2179,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,46,Diesel,1791,4788,1903,SUV,5,14,14,17.6,,2280 kg,6,200,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,,,235/70 R16,235/70 R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2850 mm,235/70 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Unknown,Yes,Internal,128,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,No,,,,,,,No,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.2:1,"Reach, Rake",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,Yes,,,,Yes,No,,,,,,,Unknown,Unknown,4.0
697,Toyota,Innova Crysta,2.4 Gx 7 Str,1605000,2393,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,12,15.4,,1805 kg,5,167,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,205/65R16,,,Not on offer,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,375,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2430 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,,"Reach, Rake",,,Unknown,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,,Yes,Yes,,,,No,,,,,,,Unknown,Unknown,4.0
698,Toyota,Innova Crysta,2.4 Vx 7 Str,1927000,2393,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,12,15,,1815 kg,5,167,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",375,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,,,No,,,,,,,No,Yes,,,Yes,Yes,All Rows,2430 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,Unknown,Unknown,4.0
699,Toyota,Innova Crysta,2.4 Gx 8 Str,1610000,2393,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,12,15.4,,1825 kg,5,167,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750 mm,205/65R16,,,Not on offer,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,375,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,,No,,,,Yes,,,No,Yes,,,Yes,,All Rows,2480 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,,"Reach, Rake",,,Unknown,Yes,,,,,,,,Yes,Manual Adjustment,,Yes,,,,,Yes,,,Yes,Yes,,,,No,,,,,,,Unknown,Unknown,4.0
700,Toyota,Innova Crysta,2.4 Vx 8 Str,1932000,2393,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,12,15.4,,1820 kg,5,167,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,215/55R17,215/55R17,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750 mm,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Manual, With Remote",375,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,,,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2460 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,Unknown,Unknown,4.0
701,Toyota,Innova Crysta,2.4 Zx 7 Str,2113000,2393,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12,12,15.1,,1870 kg,5,167,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,215/55R17,215/55R17,Electric Power,All Windows,,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750 mm,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",375,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,,No,,,,Yes,,,No,Yes,,,Yes,Yes,All Rows,2450 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Unknown,Unknown,4.0
